subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/5/2018,10/9/2017,10/13/2017,Ipsos,B+,1343,rv,.0380359,0,39.9,33.2,44.0141,36.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50340,79180,10/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/10/2017,10/14/2017,Ipsos,B+,1321,rv,.0374272,0,40.5,34.1,44.6141,37.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50339,79179,10/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/10/2017,10/14/2017,McLaughlin & Associates,C-,1000,lv,.4494486,0,41,44,43.27379,41.5372,"","",http://mclaughlinonline.com/pols/wp-content/uploads/2017/10/National-Omnibus-10-13-17-Presentation-MA-Questions-Only.pdf,50393,79487,10/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/11/2017,10/15/2017,Ipsos,B+,1321,rv,.0374387,0,40.9,33.6,45.0141,37.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50338,79178,10/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/12/2017,10/16/2017,Ipsos,B+,1379,rv,.0390928,0,41.7,34,45.8141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50337,79177,10/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/12/2017,10/16/2017,Morning Consult,B-,1991,rv,.1857557,0,42,37,46.56789,38.9945,"","",https://morningconsult.com/wp-content/uploads/2017/10/171006_topline_Politico_v1_AP-1-1.pdf,50346,79103,10/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/12/2017,10/15/2017,CNN/SSRS,A-,894,rv,.942354,0,54,38,51.30853,36.73169,"","","http://i2.cdn.turner.com/cnn/2017/images/10/17/rel10b.-.trump,.guns.pdf",50336,79085,10/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/13/2017,10/17/2017,Ipsos,B+,1415,rv,.0401238,0,41.5,34.4,45.6141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50359,79176,10/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/14/2017,10/18/2017,Ipsos,B+,1436,rv,.0407306,0,41.6,33.9,45.7141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50358,79175,10/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/15/2017,10/16/2017,YouGov,B,1320,rv,.2543843,0,41,33,45.73125,35.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ofv9fh8zdh/econTabReport.pdf,50347,79109,10/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/15/2017,10/19/2017,Ipsos,B+,1439,rv,.0408295,0,42.1,32.7,46.2141,36.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50357,79174,10/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/16/2017,10/20/2017,Ipsos,B+,1641,rv,.0465807,0,40.3,33,44.4141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50373,79173,10/21/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/17/2017,10/21/2017,Ipsos,B+,1741,rv,.049445,0,39.5,33.3,43.6141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50372,79172,10/22/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/18/2017,10/22/2017,Ipsos,B+,1901,rv,.054022,0,39.9,33,44.0141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50371,79171,10/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/19/2017,10/23/2017,Ipsos,B+,1867,rv,.0530933,0,40.8,32.3,44.9141,35.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50370,79170,10/24/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/19/2017,10/23/2017,Morning Consult,B-,1988,rv,.1860621,0,42,36,46.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2017/10/171011_crosstabs_POLITICO_v1_AP-2.pdf,50375,79149,10/24/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/20/2017,10/24/2017,Ipsos,B+,1904,rv,.0541849,0,40.4,32.1,44.5141,35.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50387,79169,10/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/22/2017,10/24/2017,Fox News,A,1005,rv,1.714443,0,50,35,49.93378,34.97261,"","",https://andersonrobbins.com/wp-content/uploads/2017/10/102517_complete_topline_trumpjob_healthcare_taxes.pdf,50378,79152,10/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/22/2017,10/24/2017,YouGov,B,1310,rv,.2521346,0,40,33,44.73125,35.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/39agyx9fl6/econTabReport.pdf,50376,79148,10/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/21/2017,10/25/2017,Ipsos,B+,1690,rv,.0481291,0,41.3,31.8,45.4141,35.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50386,79168,10/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/22/2017,10/26/2017,Ipsos,B+,1531,rv,.0436311,0,42,31.2,46.1141,34.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50385,79167,10/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/18/2017,10/30/2017,Public Religion Research Institute,"",1699,rv,1.966676,0,44,37,43.44359,37.60264,"","",https://www.prri.org/research/american-values-survey-2017/,50632,79910,10/31/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/23/2017,10/27/2017,Ipsos,B+,1467,rv,.0418332,0,41,32.8,45.1141,36.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50401,79504,10/28/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/23/2017,10/26/2017,NBC News/Wall Street Journal,A-,753,rv,.9906403,0,48,41,47.32769,39.98977,"","",https://www.nbcnews.com/politics/donald-trump/trump-s-approval-rating-drops-lowest-level-yet-new-nbc-n815321,50391,79484,10/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/24/2017,10/28/2017,Ipsos,B+,1467,rv,.0418577,0,38.9,34,43.0141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50400,79503,10/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/25/2017,10/29/2017,Ipsos,B+,1469,rv,.041939,0,40.3,33.3,44.4141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50399,79502,10/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/26/2017,10/30/2017,Ipsos,B+,1487,rv,.0424776,0,41.8,33,45.9141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50398,79501,10/31/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/27/2017,10/29/2017,Public Policy Polling,B,572,rv,.6136169,0,50,40,48.75171,39.89225,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/10/PPP_Release_National_103117.pdf,50396,79491,10/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/26/2017,10/30/2017,Morning Consult,B-,1990,rv,.1866268,0,43,38,47.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2017/10/171016_crosstabs_Politico_v1_AP.pdf,50405,79512,10/31/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/27/2017,10/31/2017,Ipsos,B+,1525,rv,.043589,0,43.3,33.9,47.4141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50415,79541,11/1/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/28/2017,11/1/2017,Ipsos,B+,1354,rv,.0387265,0,44.6,33.3,48.7141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50414,79539,11/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/29/2017,10/31/2017,YouGov,B,1278,rv,.245711,0,39,36,43.73125,38.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4eegg8ofj2/econTabReport.pdf,50404,79513,11/1/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/29/2017,11/1/2017,ABC News/Washington Post,A+,492,lv,1.030959,0,48,46,46.51143,45.6754,"","",http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50419,80329,11/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/29/2017,11/2/2017,Ipsos,B+,1614,rv,.0461944,0,47.3,32,51.4141,35.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50413,79537,11/3/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/30/2017,11/3/2017,Ipsos,B+,1561,rv,.0447126,0,46,32.9,50.1141,36.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50429,79560,11/4/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,10/31/2017,11/4/2017,Ipsos,B+,1508,rv,.0432317,0,45,32.5,49.1141,36.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50428,79559,11/5/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/1/2017,11/5/2017,Ipsos,B+,1452,rv,.0416648,0,42.8,32.3,46.9141,35.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50427,79558,11/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/2/2017,11/6/2017,Morning Consult,B-,1990,rv,.1878962,0,38,39,42.56789,40.9945,"","",https://morningconsult.com/wp-content/uploads/2017/11/171102_crosstabs_POLITICO_v1_AP.pdf,50438,79585,11/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/2/2017,11/5/2017,CNN/SSRS,A-,910,rv,.9677854,0,51,40,48.30853,38.73169,"","",http://cdn.cnn.com/cnn/2017/images/11/07/rel11b_-_2018_and_taxes.pdf,50422,79571,11/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/2/2017,11/6/2017,Ipsos,B+,1514,rv,.0434861,0,42.5,33.5,46.6141,37.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50426,79557,11/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/3/2017,11/7/2017,Ipsos,B+,1272,rv,.0365722,0,42.4,33.9,46.5141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50436,79582,11/8/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/4/2017,11/8/2017,Ipsos,B+,1297,rv,.0373277,0,42.4,34.7,46.5141,38.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50435,79581,11/9/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/5/2017,11/7/2017,YouGov,B,1329,rv,.2552415,0,40,33,44.73125,35.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k4rl5ynp42/econTabReport.pdf,50432,79569,11/8/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/5/2017,11/9/2017,Ipsos,B+,1317,rv,.0379331,0,42.3,34.5,46.4141,38.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50452,79610,11/10/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/6/2017,11/9/2017,Marist College,A,850,rv,1.196686,0,51,36,51.15729,36.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171106_HBO/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_November%202017.pdf#page=3,50455,79620,11/10/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/6/2017,11/10/2017,Ipsos,B+,1313,rv,.0378534,0,44.3,33.4,48.4141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50451,79609,11/11/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/7/2017,11/11/2017,Ipsos,B+,1264,rv,.0364777,0,44.6,32.3,48.7141,35.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50450,79608,11/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/8/2017,11/12/2017,Ipsos,B+,1224,rv,.0353599,0,43.3,33.2,47.4141,36.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50449,79607,11/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/7/2017,11/13/2017,Quinnipiac University,A-,1577,rv,.9209889,0,51,38,48.86077,37.8518,"","",https://poll.qu.edu/images/polling/us/us11142017_uqr553.pdf/,50454,79617,11/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/9/2017,11/11/2017,Morning Consult,B-,1993,rv,.1905888,0,44,36,48.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2017/11/171104_crosstabs_POLITICO_v1_DK-1-1-1.pdf,50447,79624,11/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/9/2017,11/13/2017,Ipsos,B+,1236,rv,.0357424,0,43,33,47.1141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50448,79606,11/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/9/2017,11/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.943446,0,49,41,50.77228,39.73745,"","",http://www.rasmussenreports.com/public_content/politics/general_politics/november_2017/voters_tilt_toward_democrat_control_of_house_senate,50492,79682,11/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/10/2017,11/14/2017,Ipsos,B+,1246,rv,.0360659,0,42.4,34.4,46.5141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50482,79670,11/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/9/2017,11/14/2017,McLaughlin & Associates,C-,1000,lv,.4016771,0,46,40,48.27379,37.5372,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50469,79637,11/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/12/2017,11/14/2017,YouGov,B,1277,rv,.2452065,0,42,34,46.73125,36.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pv5v29parb/econTabReport.pdf,50458,79623,11/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/11/2017,11/15/2017,Ipsos,B+,1283,rv,.0371707,0,42.7,34.6,46.8141,38.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50481,79669,11/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/12/2017,11/16/2017,Ipsos,B+,1338,rv,.0387988,0,42.7,35.3,46.8141,38.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50480,79668,11/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/13/2017,11/15/2017,Marist College,A,802,rv,1.109791,0,43,40,43.15729,40.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171112_PBS/NPR_PBS%20NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Civility%20and%20Politics_November%202017.pdf,50490,79680,11/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/13/2017,11/17/2017,Ipsos,B+,1358,rv,.039414,0,42.3,34.9,46.4141,38.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50498,79701,11/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/14/2017,11/18/2017,Ipsos,B+,1277,rv,.0370966,0,41.9,35,46.0141,38.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50497,79700,11/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/15/2017,11/19/2017,Ipsos,B+,1268,rv,.0368615,0,42.9,33.1,47.0141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50496,79699,11/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/16/2017,11/20/2017,Ipsos,B+,1246,rv,.0362412,0,42.3,32.9,46.4141,36.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50495,79698,11/21/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/16/2017,11/19/2017,Morning Consult,B-,2586,rv,.252523,0,43,36,47.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2017/11/171109_topline_Politico_v1_AP-2.pdf,50499,79694,11/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/17/2017,11/21/2017,Ipsos,B+,1179,rv,.0343034,0,41.1,33.1,45.2141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50513,79724,11/22/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/19/2017,11/21/2017,YouGov,B,1333,rv,.256161,0,42,33,46.73125,35.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,50501,79706,11/22/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/18/2017,11/22/2017,Ipsos,B+,1194,rv,.0347424,0,41.4,32.7,45.5141,36.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50512,79723,11/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/19/2017,11/23/2017,Ipsos,B+,1262,rv,.0367152,0,42,32,46.1141,35.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50511,79722,11/24/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/20/2017,11/24/2017,Ipsos,B+,1320,rv,.0383946,0,41.9,33.4,46.0141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50560,79804,11/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/21/2017,11/25/2017,Ipsos,B+,1324,rv,.0385018,0,39.8,35,43.9141,38.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50558,79796,11/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/21/2017,11/25/2017,Morning Consult,B-,1994,rv,.1990628,0,42,36,46.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2017/11/171112_crosstabs_Politico_v1_AP.pdf,50555,79793,11/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/22/2017,11/26/2017,Ipsos,B+,1386,rv,.0402944,0,40.8,33.8,44.9141,37.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50557,79795,11/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/23/2017,11/27/2017,Ipsos,B+,1571,rv,.0456617,0,40.9,34.9,45.0141,38.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50556,79794,11/28/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/24/2017,11/28/2017,Ipsos,B+,1594,rv,.0463229,0,40.3,34.9,44.4141,38.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50610,79867,11/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/25/2017,11/29/2017,Ipsos,B+,1571,rv,.0456484,0,40.1,33.3,44.2141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50609,79866,11/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/26/2017,11/28/2017,YouGov,B,1313,rv,.2523959,0,41,35,45.73125,37.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,50554,79791,11/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/26/2017,11/30/2017,Ipsos,B+,1567,rv,.0455247,0,41.3,33,45.4141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50608,79865,12/1/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/27/2017,12/1/2017,Ipsos,B+,1560,rv,.0453116,0,41.1,34.3,45.2141,37.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50631,79905,12/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/28/2017,12/2/2017,Ipsos,B+,1359,rv,.0394619,0,41.2,34.2,45.3141,37.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50630,79904,12/3/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/29/2017,12/3/2017,Ipsos,B+,1303,rv,.0378191,0,40.9,35.9,45.0141,39.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50629,79903,12/4/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/29/2017,12/4/2017,Quinnipiac University,A-,1508,rv,.8014279,0,50,36,47.86077,35.8518,"","",https://poll.qu.edu/images/polling/us/us12052017_ufrt567.pdf/,50627,79893,12/5/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,11/30/2017,12/4/2017,Ipsos,B+,1276,rv,.0370158,0,41,37.1,45.1141,40.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50628,79902,12/5/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/1/2017,12/3/2017,Morning Consult,B-,1997,rv,.2058515,0,40,38,44.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2017/12/171117_crosstabs_POLITICO_v1_AP-1.pdf,50635,79916,12/4/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/1/2017,12/5/2017,Ipsos,B+,1258,rv,.0364726,0,40.7,36,44.8141,39.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50651,79942,12/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/3/2017,12/5/2017,YouGov,B,1337,rv,.2572098,0,42,36,46.73125,38.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,50636,79919,12/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/2/2017,12/6/2017,Ipsos,B+,1247,rv,.0361308,0,41.2,34.4,45.3141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50650,79941,12/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/3/2017,12/7/2017,Ipsos,B+,1234,rv,.03573,0,41.3,33.5,45.4141,37.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50649,79940,12/8/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/4/2017,12/7/2017,Marist College,A,1079,rv,1.442806,0,50,37,50.15729,37.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf#page=3,50655,79951,12/8/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/4/2017,12/8/2017,Ipsos,B+,1234,rv,.0357039,0,41.5,33.1,45.6141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50663,79968,12/9/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/5/2017,12/9/2017,Ipsos,B+,1206,rv,.0348659,0,42.4,32.3,46.5141,35.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50662,79967,12/10/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/6/2017,12/10/2017,Ipsos,B+,1157,rv,.0334195,0,41.8,32.2,45.9141,35.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50661,79966,12/11/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/7/2017,12/11/2017,Ipsos,B+,1175,rv,.0339064,0,41,34.1,45.1141,37.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50660,79965,12/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/6/2017,12/11/2017,Quinnipiac University,A-,1211,rv,.6222539,0,49,37,46.86077,36.8518,"","",https://poll.qu.edu/images/polling/us/us12132017_upil22.pdf/,50658,79979,12/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/8/2017,12/12/2017,Ipsos,B+,1185,rv,.0341593,0,42.5,33.1,46.6141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50697,80021,12/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/8/2017,12/11/2017,Morning Consult,B-,1955,rv,.2068298,0,41,36,45.56789,37.9945,"","",https://www.politico.com/f/?id=00000160-4b8b-d2ac-a1f2-fbff7cee0001,50657,79981,12/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/9/2017,12/13/2017,Ipsos,B+,1513,rv,.0435625,0,42.4,32.5,46.5141,36.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50696,80020,12/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/10/2017,12/12/2017,Monmouth University,A+,702,rv,1.471025,0,51,36,50.11111,34.97136,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,50666,79976,12/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/10/2017,12/12/2017,YouGov,B,1328,rv,.2559297,0,44,36,48.73125,38.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,50667,79980,12/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/10/2017,12/14/2017,Ipsos,B+,1889,rv,.0543167,0,42.3,33.3,46.4141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50695,80019,12/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/11/2017,12/12/2017,Public Policy Polling,B,862,rv,.9726443,0,51,40,49.75171,39.89225,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,50689,80008,12/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/11/2017,12/15/2017,Ipsos,B+,2100,rv,.0603011,0,42.2,33.4,46.3141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50714,80052,12/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/13/2017,12/15/2017,NBC News/Wall Street Journal,A-,736,rv,.9421321,0,50,39,49.32769,37.98977,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,50700,80028,12/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/12/2017,12/16/2017,Ipsos,B+,2188,rv,.0627419,0,43.2,31.8,47.3141,35.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50713,80051,12/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/13/2017,12/17/2017,Ipsos,B+,2204,rv,.0631151,0,43.3,32,47.4141,35.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50712,80050,12/18/2017,15:58:20  5 Nov 2018
